,Dateiname,Textnummer,Zeichenanzahl,Titel,Bibliographischer Nachweis,Sprache,Erscheinungsort,Jahr,Postume Nachdrucke,Entsprechungen in Buchwerken,lat,lng
1800,1837-Extrait_d_une-6-neu,V.59,1654.0,Extract of a letter from Baron de Humboldt,"in: The Eclectic Journal of Medicine 2:3 (Januar 1838), S. 115.",Englisch,"Philadelphia, Pennsylvania",1838,,,39.95233,-75.16379
1801,1837-Lettre_de_M-1-neu,V.60,2363.0,Lettre de M. le baron Alexandre de Humboldt à M. Benzenberg. (Trad. de l’Allemand),"in: Correspondance mathématique et physique 9 (1837), S. 387–388.",Französisch,Brüssel,1837,,,50.85045,4.34878
1802,1837-Lettre_de_M-2,V.60,3883.0,Brief des Herrn Alexander von Humboldt. Berlin den 19. Mai 1837 / Brief des Herrn Alexander vom Humbold. Potsdam den 22. October 1837,"in: Johann Friedrich Benzenberg, Die Sternschnuppen, Hamburg: Perthes, Besser und Mauke 1839, S. 207–210.",Deutsch,Hamburg,1839,"Correspondance scientifique et littéraire, herausgegeben von Jean Bernard Marie Alexandre Dezos de La Roquette, Paris: Ducrocq 1865, S. 371–373, satzidentisch erneut in Correspondance inédite scientifique et littéraire, herausgegeben von Jean Bernard Marie Alexandre Dezos de La Roquette, Paris: Guérin 1869, S. 371–373.",,53.55073,9.99302
1803,1837-Magnetische_Beobachtungen-1-neu,V.61,1402.0,Magnetische Beobachtungen,"in: Berlinische Nachrichten von Staats- und gelehrten Sachen 232 (3. August 1837), S. 6.",Deutsch,Berlin,1837,,,52.52437,13.41053
1804,1837-Magnetische_Beobachtungen-2-neu,V.61,1416.0,Magnetische Beobachtungen,"in: Allgemeine Preußische Staats-Zeitung 214 (4. August 1837), S. 866.",Deutsch,Berlin,1837,,,52.52437,13.41053
1805,1837-Magnetische_Beobachtungen-3-neu,V.61,1408.0,Magnetische Beobachtungen,"in: Allgemeiner Anzeiger und Nationalzeitung der Deutschen 214 (9. August 1837), Sp. 2722.",Deutsch,Gotha,1837,,,50.94823,10.70193
1806,1837-Magnetische_Beobachtungen-4-neu,V.61,1491.0,Magnetische Beobachtungen,"in: Oesterreichisch-Kaiserliche privilegirte Wiener Zeitung 181 (9. August 1837), S. 1035.",Deutsch,Wien,1837,,,48.20849,16.37208
1807,1837-Sur_la_difference-1-neu,V.62,1754.0,Sur la différence de niveau de la mer Caspienne et de la mer Noire,"in: Comptes rendus hebdomadaires des séances de l’Académie des Sciences 5:2 (1837), S. 915–916.",Französisch,Paris,1837,,,48.85341,2.3488
1808,1837-Sur_la_difference-2-neu,V.62,1727.0,Différence de niveau entre la mer Caspienne et la mer Noire,"in: Journal général de l’instruction publique et des cours scientifiques et littéraires 7:49 (6. Januar 1838), S. 286–287.",Französisch,Paris,1838,,,48.85341,2.3488
1809,1837-Sur_la_difference-3-neu,V.62,1749.0,Sur la différence du niveau de la mer Caspienne et de la mer Noire,"in: Annales maritimes et coloniales 1 (1838), S. 101–102.",Französisch,Paris,1838,,,48.85341,2.3488
1810,1837-Sur_quelques_points-1,V.63,63357.0,Sur quelques points importans de la géographie de la Guyane,"in: Nouvelles annales des voyages et des sciences géographiques 14:2 [= 74:2] (April–Juni 1837), S. 137–180.",Französisch,Paris,1837,,"Separatum [Nachweis: Extrait des Nouvelles annales des voyages] [Paris: A. Pihan de la Forest 1837], 44 Seiten.",48.85341,2.3488
1811,1837-Sur_quelques_points-2,V.63,67523.0,Ueber einige wichtige Punkte der Geographie Guyana’s,"in: Annalen der Erd-, Völker- und Staatenkunde 5:1 (31. Oktober 1837), S. 35–62, Karte.",Deutsch,Berlin,1837,"„Ueber einige wichtige Punkte der Geographie von Guyana“, in: Briefwechsel Alexander von Humboldt’s mit Heinrich Berghaus aus den Jahren 1825 bis 1858, 3 Bände, Leipzig: Hermann Costenoble 1863, Band 2, S. 216–255.Alexander von Humboldt, Ueber die Urvölker von Amerika und die Denkmähler welche von ihnen übrig geblieben sind. Anthropologische und ethnographische Schriften, herausgegeben von Oliver Lubrich, Hannover: Wehrhahn 2009, S. 114–144.",,52.52437,13.41053
1812,1837-Sur_quelques_points-3-neu,V.63,62319.0,Ueber einige wichtige Punkte der Geographie von Guyana,"in: Journal für die neuesten Land- und Seereisen und das Interessanteste aus der Völker- und Länderkunde für gebildete Leser aus allen Ständen 2 [= 86] (1837), S. 186–209.",Deutsch,Berlin,1837,,,52.52437,13.41053
1813,1837-Sur_quelques_points-4,V.63,64807.0,Uber einige wichtige Punkte der Geographie Guyana’s,"in: Robert Hermann Schomburgk’s Reisen in Guiana und am Orinoko während der Jahre 1835–1839. Nach seinen Berichten und Mittheilungen an die Geographische Gesellschaft in London, herausgegeben von Otto Alfred Schomburgk, Leipzig: Georg Wigand 1841, S. [1]–39.",Deutsch,Leipzig,1841,,,51.33962,12.37129
1814,1837-Sur_une_des-1-neu,V.64,2155.0,Sur une des causes qui concourent à maintenir la tête de l’humérus dans la cavité articulaire,"in: Comptes rendus hebdomadaires des séances de l’Académie des Sciences 4 (Januar–Juni 1837), S. 131–132.",Französisch,Paris,1837,,,48.85341,2.3488
1815,1837-Sur_une_des-2-neu,V.64,1648.0,Organes de locomotion,"in: L’Institut 5:198 (22. Februar 1837), S. 64.",Französisch,Paris,1837,,,48.85341,2.3488
1816,1837-Ueber_die_Goldausbeute-1,V.65,1050.0,Ueber die Goldausbeute am Altai,"in: Annalen der Physik und Chemie 40:4 [= 116:4] (1837), S. 641–642.",Deutsch,Leipzig,1837,,,51.33962,12.37129
1817,1837-Ueber_zwei_Versuche-01,V.66,50147.0,Ueber zwei Versuche den Chimborazo zu besteigen,"in: Jahrbuch für 1837 (1837), S. 176–206.",Deutsch,Stuttgart; Tübingen,1837,"„Versuch den Gipfel des Chimborazo zu ersteigen“, in: Berliner Zeitung 301 (25. Dezember 1958), [o. S.].Douglas Botting, Alexander von Humboldt. Biographie eines großen Forschungsreisenden, München: Prestel 1974. S. 341–388.Alexander von Humboldt: Ueber einen Versuch den Gipfel des Chimborazo zu ersteigen, herausgegeben von Oliver Lubrich und Ottmar Ette, Berlin: Eichborn Berlin 2006, S. 153–181.Alexander von Humboldt, Das große Lesebuch, herausgegeben von Oliver Lubrich, Frankfurt/M.: Fischer 2009, S. 196–220.","Alexander von Humboldt, Kleinere Schriften. Geognostische und physikalische Erinnerungen, Stuttgart/Tübingen: Cotta 1853, Band 1, S. 133–174.",48.78232,9.17702
1818,1837-Ueber_zwei_Versuche-02,V.66,48009.0,Über zwei Versuche den Chimborazo zu besteigen,"in: Annalen der Erd-, Völker- und Staatenkunde 3:3 (31. Dezember 1836), S. 199–216.",Deutsch,Berlin,1836,,,52.52437,13.41053
1819,1837-Ueber_zwei_Versuche-03,V.66,49219.0,On Two Attempts to ascend Chimborazo,"in: The Edinburgh New Philosophical Journal 23:46 (Oktober 1837), S. 291–311.",Englisch,Edinburgh,1837,,,55.95206,-3.19648
1820,1837-Ueber_zwei_Versuche-04-neu,V.66,27253.0,An account of two attempts to ascend Chimborazo,"in: The Athenæum. Journal of English and Foreign Literature, Science, and the Fine Arts 524 (11. November 1837), S. 832–834",Englisch,London,1837,,,51.50853,-0.12574
1821,1837-Ueber_zwei_Versuche-05-neu,V.66,3087.0,Mountain Tracks,"in: The Birmingham Journal 651 (18. November 1837), S. 6.",Englisch,Birmingham,1837,,,52.48142,-1.89983
1822,1837-Ueber_zwei_Versuche-06-neu,V.66,11555.0,[Über zwei Versuche den Chimborazo zu besteigen],"in: Isis 5 (1837), Sp. 376–379.",Deutsch,Leipzig,1837,,,51.33962,12.37129
1823,1837-Ueber_zwei_Versuche-07-neu,V.66,27291.0,An account of two attempts to ascend Chimborazo,"in: The Albion, or British, Colonial, and Foreign Weekly Gazette 6:2 (13. Januar 1838), S. 12–13.",Englisch,"New York City, New York",1838,,,40.71427,-74.00597
1824,1837-Ueber_zwei_Versuche-08-neu,V.66,26911.0,An account of two attempts to ascend Chimborazo,"in: The New-Yorker 4:18/96 (20. Januar 1838), S. 691–692.",Englisch,"New York City, New York",1838,,,40.71427,-74.00597
1825,1837-Ueber_zwei_Versuche-09-neu,V.66,35307.0,Two attempts to ascend Chimborazo,"in: The Mirror of Literature, Amusement, and Instruction 31:878 (10. Februar 1838), S. 89–92; 31:881 (3. März 1838), S. 134–136; 31:883 (17. März 1838), S. 163–165.",Englisch,London,1838,,,51.50853,-0.12574
1826,1837-Ueber_zwei_Versuche-10-neu,V.66,13234.0,Két fölmeneteli próba a’ Chimborazóra,"in: Athenæum 2:5 (15. Juli 1838), Sp. [73]–79.",Ungarisch,Budapest,1838,,,47.49835,19.04045
1827,1837-Ueber_zwei_Versuche-11,V.66,51323.0,"Ueber zwei Versuche, den Chimborazo zu besteigen","in: Morgenblatt für gebildete Leser 32:183 (1. August 1838), S. [729]–730; 32:184 (2. August 1838), S. 734–736; 32:185 (3. August 1838), S. 738–739; 32:186 (4. August 1838), S. [741]–742; 32:187 (6. August 1838), S. 746–747; 32:188 (7. August 1838), S. 750–751; 32:189 (8. August 1838), S. 754–755; 32:190 (9. August 1838), S. 758–760.",Deutsch,Stuttgart; Tübingen,1838,,,48.78232,9.17702
1828,1837-Ueber_zwei_Versuche-12-neu,V.66,55285.0,Notice de deux tentatives d’ascension du Chimborazo,"in: Nouvelles annales des voyages et des sciences géographiques 4 (1838), S. [5]–43.",Französisch,Paris,1838,,,48.85341,2.3488
1829,1837-Ueber_zwei_Versuche-13,V.66,55245.0,Notice sur deux tentatives d’Ascension du Chimborazo,"in: Annales de chimie et de physique 69 (1838), S. 401–434.",Französisch,Paris,1838,,,48.85341,2.3488
1830,1837-Ueber_zwei_Versuche-14-neu,V.66,30594.0,Noticia acerca de dos tentativas de subida al monte Chimborazo,"in: El Correo Nacional 524 (25. Juli 1839), [o. S.]; 527 (28. Juli 1839), [o. S.].",Spanisch,Madrid,1839,,,40.4165,-3.70256
1831,1837-Ueber_zwei_Versuche-15,V.66,14544.0,Восхожденiе Александра Гумбольдта на Чимборасо [Voschoždenie Aleksandra Gumbolʹdta na Čimboraso],"in: Žurnal ministerstva narodnago prosvěščenija 25:7 (1840), S. 12–20.",Russisch,Sankt Petersburg,1840,,,59.93863,30.31413
1832,1837-Ueber_zwei_Versuche-16-neu,V.66,30584.0,"Zwei Versuche, den Chimborazo zu besteigen","in: Jurende’s Vaterländischer Pilger. Geschäfts- und Unterhaltungsbuch für alle Provinzen des österreichischen Kaiserstaates 1842 29 (1841), S. 70–75.",Deutsch,Brünn,1841,,,49.19522,16.60796
1833,1837-Ueber_zwei_Versuche-17-neu,V.66,27845.0,"Ueber einen Versuch, den Gipfel des Chimborazo zu ersteigen","in: Abendblatt der Oesterreichisch-Kaiserlichen Wiener Zeitung 1 (2. Januar 1854), S. 3; 2 (3. Januar 1854), S. 6–7; 3 (4. Januar 1854), S.10; 4 (5. Januar 1854), S. 15–16.",Deutsch,Wien,1854,,,48.20849,16.37208
1834,1837-Ueber_zwei_Versuche-18-neu,V.66,48471.0,Versuch den Gipfel des Chimborazo zu ersteingen,"in: Meyer’s Volksbibliothek für Länder-, Völker- und Naturkunde, 102 Bände, Hildburghausen/New York: Herrmann J. Meyer [ca. 1853–1855], Band 75 ([ca. 1855]), S. [150]–175.",Deutsch,"Hildburghausen; New York City, New York",1855,,,50.42553,10.73184
1835,1837-xxx_Billet_a_Dumont_d_Urville-1-neu,V.67,892.0,[Billet à Dumont d’Urville] Ü,"in: Le moniteur universel 229 (17. August 1837), S. 1978.",Französisch,Paris,1837,,,48.85341,2.3488
1836,1837-xxx_Buecherschau-1-neu,V.68,59730.0,[Bücherschau zum Examen critique],"in: Annalen der Erd-, Völker- und Staatenkunde 3:6 (31. März 1837), S. 545–566.",Deutsch,Berlin,1837,,,52.52437,13.41053
1837,1837-xxx_Buecherschau-2-neu,V.68,45763.0,[Bücherschau zum Examen critique],"in: Tudománytár 5:7 (1841), S. 259–275.",Ungarisch,Budapest,1841,,,47.49835,19.04045
1838,1837-xxx_Das_Nordlicht-1-neu,V.69,395.0,[Das Nordlicht],"in: Literärischer Begleiter des Provinzialblattes 33–34 (19. August 1837), S. 68.",Deutsch,Riga,1837,,,56.946,24.10589
1839,1837-xxx_Extraits_de_lettres-1,V.70,1787.0,[Extraits de lettres à François Arago] Ü,"in: Comptes rendus hebdomadaires des séances de l’Académie des Sciences 4 (Januar–Juni 1837), S. 26–27, Tafel.",Französisch,Paris,1837,,,48.85341,2.3488
1840,1837-xxx_Extraits_de_lettres-2-neu,V.70,769.0,Aurores boréales,"in: Nouvelles annales des voyages et des sciences géographiques 1 (1837), S. 238–239.",Französisch,Paris,1837,,,48.85341,2.3488
1841,1837-xxx_Extraits_de_lettres-3-neu,V.70,782.0,[Extraits de lettres à François Arago],"in: Franz Arago’s sämmtliche Werke. Mit einer Einleitung von Alexander von Humboldt, herausgegeben von Wilhelm Gottlieb Hankel, 16 Bände, Leipzig: Otto Wigand 1854–1860, Band 4 (1854), S. 572–573.",Deutsch,Leipzig,1854,,,51.33962,12.37129
1842,1837-xxx_Extraits_de_lettres-4-neu,V.70,809.0,[Extraits de lettres à François Arago],"in: François Arago, Œuvres complètes, herausgegeben von Jean-Augustin Barral, 12 Bände, Paris/Leipzig: Gide et J. Baudry/T. O. Weigel 1854–1859, Band 4 (1854), S. 681.",Französisch,Leipzig; Paris,1854,,,,
1843,1837-xxx_Invitation_d_observer-1,V.71,1083.0,[Invitation d’observer les variations de la déclinaison magnétique] Ü,"in: Bulletins de l’Académie Royale des Sciences et Belles-Lettres de Bruxelles 4:10 (1837), S. 427–428.",Französisch,Brüssel,1837,,,50.85045,4.34878
1844,1837-xxx_Ueber_Meeresstroeme-1,V.73,33259.0,[Über Meeresströme],"in: Almanach für das Jahr 1837, S. 283–285, 292–296, 347–362.",Deutsch,Stuttgart,1837,,"Alexander von Humboldt, Ueber Meeresströmungen im allgemeinen; und über die kalte peruanische Strömung der Südsee, im Gegensatze zu dem warmen Golf- oder Florida-Strome, in: Kleinere Schriften. Geognostische und physikalische Erinnerungen, Stuttgart und Tübingen: Cotta 1853, Band 2, S. 31–145 [unpublizierte Druckvorstufe, von Humboldt handschriftlich überarbeitet, Deutsches Literaturarchiv in Marbach a. N.: Cotta-Archiv, 1833-ca. 1855].",48.78232,9.17702
1845,1837-xxx_Ueber_Meeresstroeme-2-neu,V.73,6315.0,Die Meeresströme,"in: Das Ausland. Ein Tagblatt für Kunde des geistigen und sittlichen Lebens der Völker 9:323 (18. November 1836), S. [1289]–1290.",Deutsch,Stuttgart; Tübingen,1836,,,48.78232,9.17702
1846,1837-xxx_Ueber_Meeresstroeme-3-neu,V.73,9547.0,Die Fucusbank von Flores und Corvo,"in: Das Ausland. Ein Tagblatt für Kunde des geistigen und sittlichen Lebens der Völker 9:345 (10. Dezember 1836), S. [1377]–1378.",Deutsch,Stuttgart; Tübingen,1836,,,48.78232,9.17702
1847,1837-xxx_Ueber_Meeresstroeme-4,V.73,60517.0,[Über Meeresströme],"in: Heinrich Berghaus, Allgemeine Länder- und Völkerkunde. Nebst einem Abriß der physikalischen Erdbeschreibung. Ein Lehr- und Hausbuch für alle Stände, 5 Bände, Stuttgart: Hoffmann’sche Verlags-Buchhandlung 1837–1840, Band 1 (1837), S. 415–423, 575–583, 586–592, 610–611.",Deutsch,Stuttgart,1837,"Revista Inst. Geogr. 6 (Januar 1859–April 1860), S. 7–22.„Der Perustrom“, in: Ausgewählte Stücke aus den Klassikern der Geographie für den Gebrauch an Hochschulen, zusammengestellt von O. Krümmel, Kiel und Leipzig: Lipsius & Tischer 1904, 2. Reihe, S. 17–26.[A. v. Humboldt über die später, seit 1835 (besonders seit 1837), nach ihm benannte kalte Meeresströmung], in: Alexander von Humboldt, Schriften zur Physikalischen Geographie, herausgegeben von Hanno Beck, Darmstadt 1989, S. 169–177. (Studienausgabe Band VI.)",,48.78232,9.17702
1848,1837-xxx_Ueber_die_Vulkane-1,V.72,34144.0,[Über die Vulkane von Quito],"in: Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Königl. Preuß. Akademie der Wissenschaften zu Berlin 2 (1837), S. 33–38; 3 (1838), S. 85–86; 4 (1839), S. 245–253.",Deutsch,Berlin,1837,"Briefwechsel Alexander von Humboldt’s mit Heinrich Berghaus aus den Jahren 1825 bis 1858, 3 Bände, Leipzig: Hermann Costenoble 1863, Band 2, S. 206–215.","als „Zweite Abhandlung. (Vorgelesen in der Sitzung der Akademie der Wissenschaften zu Berlin am 10 Mai 1838“, in: Alexander von Humboldt, Kleinere Schriften. Geognostische und physikalische Erinnerungen, Stuttgart/Tübingen: Cotta 1853, Band 1, S. 39–71 [Überarbeitung].",52.52437,13.41053
1849,1837-xxx_Ueber_die_Vulkane-2,V.72,10200.0,Über die Vulkane von Quito,"in: Annalen der Erd-, Völker- und Staatenkunde 3:5 (28. Februar 1837), S. 484–487.",Deutsch,Berlin,1837,,,52.52437,13.41053
1850,1837-xxx_Ueber_die_Vulkane-3,V.72,114275.0,Geognostische und physikalische Beobachtungen über die Vulkane des Hochlandes von Quito,"in: Annalen der Physik und Chemie 40:2 [= 160:2] (1837), S. [161]–193; 44:2 [= 120:2] (1838), S. [193]–219.",Deutsch,Leipzig,1837,,,51.33962,12.37129
1851,1837-xxx_Ueber_die_Vulkane-4,V.72,114143.0,Geognostische und physikalische Beobachtungen über die Vulkane des Hochlandes von Quito,"in: Neues Jahrbuch für Mineralogie, Geognosie, Geologie und Petrefaktenkunde (1837), S. [253]–284; (1838), S. [638]–664.",Deutsch,Stuttgart,1837,,,48.78232,9.17702
1852,1837-xxx_Ueber_die_Vulkane-5-neu,V.72,1678.0,Description géognostique et physique des volcans du plateau de Quito,"in: Mémorial encyclopédique et progressif des connaissances humaines 8:86 (Februar 1838), Sp. 109–110.",Französisch,Paris,1838,,,48.85341,2.3488
1853,1837-xxx_Ueber_die_Vulkane-6,V.72,10827.0,Extrait d’un mémoire de M. de Humboldt sur les Volcans du plateau de Quito,"in: Annales de chimie et de physique 69 (1838), S. 345–351.",Französisch,Paris,1838,,,48.85341,2.3488
1854,1837-xxx_Ueber_die_Vulkane-7,V.72,2751.0,Une Description géognostique et physique des volcans du plateau de Quito,"in: Bulletin de la société géologique de France 9 (1837–1838), S. 24–25.",Französisch,Paris,1838,,,48.85341,2.3488
1855,1837-xxx_Ueber_die_Vulkane-8-neu,V.72,10854.0,Sur les volcans du plateau de Quito,"in: L’Écho du Monde Savant. Journal analytique des nouvelles et des cours scientifiques 6:5:441 (25. Mai 1839), S. 331–332.",Französisch,Paris,1839,,,48.85341,2.3488
1856,1837-xxx_Ueber_die_Vulkane-9,V.72,70316.0,Observations géognostiques et physiques sur les volcans du plateau de Quito,"in: Annales des mines, ou recueil de mémoires sur l’exploitation des mines et sur les sciences et les arts qui s’y rapportent 16 (1839), S. 411–452.",Französisch,Paris,1839,,,48.85341,2.3488
1857,1838-Gutachten_ueber_die-1,V.74,26244.0,Gutachten über die Herantreibung des Meissner Stollns in die Freiberger Erzrefier,"in: Siegmund August Wolfgang von Herder, Der tiefe Meissner Erbstolln. Der einzige, den Bergbau der Freyberger Refier für die fernste Zukunft sichernde Betriebsplan, Leipzig: Brockhaus 1838, Beilage (XII), S. CXVIII–CXXIV.",Deutsch,Leipzig,1838,,,51.33962,12.37129
1858,1838-Metallurgische_und_geographische_Nachrichten-1-neu,V.75,5376.0,Metallurgische und geographische Nachrichten von Nord-Amerika,"in: Berlinische Nachrichten von Staats- und gelehrten Sachen 13 (16. Januar 1838), [o. S.].",Deutsch,Berlin,1838,,,52.52437,13.41053
1859,1838-On_the_difference-1,V.76,5324.0,On the difference of level between the Black Sea and the Caspian,"in: The Journal of the Royal Geographical Society of London 8 (1838), S. 135–136.",Englisch,London,1838,,,51.50853,-0.12574
1860,1838-On_the_difference-2-neu,V.76,2872.0,Extracts from a letter from Baron Alex. von Humboldt,"in: The Athenæum. Journal of English and Foreign Literature, Science, and the Fine Arts 538 (17. Februar 1838), S. 127.",Englisch,London,1838,,,51.50853,-0.12574
